population,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag
signal,242.64717086116534,12.463063442471427,317.7979903953361,72.07512270341613,-23.971642749186675,4.520827854140451
field_control,51.68788684149428,-26.84974235311671,317.7979903953361,-54.40443718302353,36.87383924677602,4.263428494396628
projection_control,85.2959969663935,-23.085679078825965,277.3927999921517,50.174684376765406,-13.341286404347175,4.593459361640978
signal,18.660887683102448,31.989681091352903,254.34971896461346,-60.74777845743768,-16.753714102150067,5.018024437312473
field_control,237.96974096437216,-50.614204785568184,254.3497189646135,-18.284375803623192,-39.16434635100638,5.415678151828812
projection_control,325.5275849067234,47.72616158632434,600.1377344414456,-86.80428855644097,31.801194149671453,3.4302494398890797
signal,197.58911942784812,38.753526889068496,1754.5610600602647,427.92027557056446,-5.746545522643041,0.32824350922814105
field_control,238.11870184227888,-50.52476145791932,1754.5610600602645,-305.7628256565505,-1.4559447586751948,0.3362884229425661
projection_control,262.8897082306456,-4.117935951578194,305.76682195911667,-50.1163968625392,-6.222653725229747,4.3440086122227735
signal,103.54778245572416,25.864615033219895,71.7233290393672,-6.764181549538976,5.499495849809581,8.020405930597578
field_control,305.25269842022794,-17.737500350033923,71.7233290393672,1.939155174342029,11.348526987964762,7.855160279289606
projection_control,97.02427042521815,-42.09565646079733,130.89604185085977,-10.6508116727578,26.82200643341267,6.262348244108925
signal,110.43957582797084,65.65049697671759,180.311257860734,-12.080303087567309,37.03609291319081,5.455455673173733
field_control,270.6574998334512,31.716116787433233,180.31125786073403,-13.492671621750956,-29.763848080623976,5.912522085904807
projection_control,229.59869106441295,-85.7830354165344,262.73762206747307,-61.10442245161883,7.301871641894675,4.828313176908651
signal,127.06506124284837,-74.47951263374883,672.6094854588742,10.545310261311174,-174.3909424484694,2.8882780015161864
field_control,161.8882824129623,12.470817901861738,672.6094854588742,55.46140403024535,98.70490177983476,2.6332895335042426
projection_control,209.9708612325204,7.9757938101829575,467.87531258681895,-4.740568213874074,-113.50324136008088,3.356265626814986
signal,223.66528165785962,-37.477080941148564,727.2830128722554,184.34262109163078,-2.243958381361952,3.0408063027277135
field_control,220.62793016351475,-52.63928469299153,727.2830128722554,-38.45494375792771,-201.44685294295235,2.3843624469837867
projection_control,106.5355305971818,-88.67005127271476,29.194417786462186,-7.381865999273234,0.8222385788200441,9.767347577537437
signal,120.25798764075692,-80.02196478895135,724.197349239764,-20.065141270784366,-184.3576161070651,2.9784183730771763
field_control,247.78248133248283,44.78698826342355,724.197349239764,130.83899655782977,-125.56318710670772,3.005867610014062
projection_control,347.5089805069439,-64.99842684054332,461.9642670782376,-41.42332196661707,96.08007146471705,4.096311371156855
signal,263.77165821250094,17.15450489749191,550.1480952547804,91.39047843229412,-56.00541112551626,3.307901948241448
field_control,184.58512930268105,11.696954998609725,550.1480952547804,-61.214360986532945,193.30607211915702,3.000343705465783
projection_control,292.9404037400019,0.06916417639875468,318.46860731907094,16.09768155701446,11.088617845700776,4.34999434032428
signal,145.6298588065931,52.755594194695924,366.42671634231533,33.14900841867965,62.09810197969735,4.0713146453209905
field_control,171.2343544025892,67.17753693992648,366.42671634231533,86.57812326845233,8.74015788458793,3.9980651639604416
projection_control,69.63672346433373,1.1955619376658875,1381.3531326494897,226.20647686239076,-109.47843082786044,1.188354021569832
signal,24.6071521115851,-30.86622902754552,433.0239130598701,-112.54560512129697,-10.182905265352243,4.10169417136952
field_control,232.2350804313552,19.899475028249913,433.0239130598701,90.21371622666818,-24.921167650740525,4.083633287534774
projection_control,4.925669313845198,-27.205367051673917,659.5394988774425,73.38289406505692,-76.53148673842234,2.7490016535116664
signal,282.1535432942786,58.657043484386165,564.8060965501558,58.12241737968485,-133.4095375795152,3.442911613996711
field_control,200.69083763123533,-40.51523911374314,564.8060965501558,42.18008295160695,-38.03415490560449,3.2509254907158325
projection_control,142.2559070900298,68.13052167706225,429.7775082256153,8.771263320348128,-32.984801837299734,3.9227533850754854
signal,102.87299685337416,-61.57792030698839,311.2504780168499,-29.351872497258988,-69.3463613291543,4.348940358529311
field_control,231.8192299209277,-3.0055836425046554,311.25047801684997,-36.13481448995329,-30.109160590407413,3.9953067642538187
projection_control,357.3294463755948,-76.25660044564154,879.9799997382253,-55.65869931585865,-151.8116216946686,2.1564073985518957
signal,155.79607665573454,60.32782825502649,824.3013070762678,120.17047625184998,138.98245581236955,2.1811019634226967
field_control,220.627718626811,17.27721664228206,824.3013070762678,2.105020023264804,18.82935744760505,2.9436878008892577
projection_control,55.61719344177329,40.03637362583907,141.739237152369,-32.72154789117841,-3.1988960398794983,5.822528174493157
signal,246.7597979598845,-17.2627822670575,563.7522121350366,116.12539523617279,-1.1322207708659855,2.622852150296994
field_control,258.9107617849156,-70.64281356411487,563.7522121350366,-68.37520184659846,-123.38348864256199,3.085555477171804
projection_control,345.5506089768439,-37.64411271179672,1651.8477275091493,152.25476680299948,-114.47058918210917,0.33827896294517734
signal,119.68421657353633,-52.85959452624884,488.1365402974949,-9.781229450030716,-111.21895769381918,3.603502958848629
field_control,231.40926316183538,-75.97249322680342,488.1365402974949,5.909805316400229,26.332342834246507,3.4364662193716278
projection_control,7.943813525624703,27.240266738690995,726.7083590215618,44.49681431431025,-165.91905488138335,2.5732680679204494
signal,20.370836212817622,-1.6191926582290308,414.65841707173036,-102.48258865149835,-20.814087477461033,3.886738249153172
field_control,187.1072951174162,-47.8332255091766,414.65841707173036,-29.665833648585746,67.68715278147116,3.9882828483566013
projection_control,226.83352567019884,-42.58296825392666,199.20414049992357,7.49501308877119,-17.022506817797645,5.5962222450893675
signal,134.61157692461288,-29.10731059779586,209.13935675327312,9.751418227203805,-34.72372770104217,5.738678572732709
field_control,245.44685206237915,-29.7800070264008,209.13935675327312,-2.8273338117226676,3.683031729963298,5.5853441994411686
projection_control,67.58006604921074,0.9580927553058689,1678.4016811739725,-122.96044334480831,313.1438307120843,0.715619246144469
signal,340.0014897699492,-25.483693143303032,694.1184376823788,-105.20735991376945,31.256057121347826,2.900548625025497
field_control,161.8135074667541,-8.100030153127175,694.1184376823788,68.68503373559895,-8.029688345742871,3.3811633843688265
projection_control,214.27662028567488,-23.58829232710071,765.2287877026582,-80.29093330798865,41.89486179619315,2.867824248174108
signal,231.02438302748092,-22.66982120395011,373.4871123123163,86.73532636687688,-10.224998878475722,4.538890655850963
field_control,87.00164135013637,-1.4393670850381972,373.48711231231624,-48.45401085653023,-54.3080213346202,3.6406014527774477
projection_control,319.72254801625286,36.88006383967976,483.02733543920203,-19.501461481671022,-70.07683829340868,3.636563462092762
signal,241.7324935201945,37.30456633589587,323.14668753020214,78.50326574405537,-36.13359073197562,4.243792189262959
field_control,0.5105592482095657,-46.381136790602255,323.14668753020214,-73.15749354680229,67.66922212608804,4.700787120315595
projection_control,99.4748790477073,-49.13276934038121,195.15850311470209,-29.41558583653626,30.908382554599836,5.467921362363688
signal,227.6215753095503,4.492152549121991,1297.95992447025,331.2137003157783,-64.6396091843722,1.7751386818457178
field_control,201.58709297250357,20.29068443835895,1297.9599244702501,191.44060389890174,-245.92802553280322,1.6565964907704551
projection_control,267.21770121082324,69.07850102570798,488.0458221718972,-97.0525634750581,3.67600824681615,3.863258231169236
signal,71.63717002539724,-22.171772667884397,313.8705287186982,-67.4653925743212,-32.43403583558333,4.357572391421221
field_control,212.63588157911073,11.085646047868249,313.8705287186982,-22.71069339134727,-39.89956123753356,4.475097831890383
projection_control,337.66748331620187,-10.242154237691592,1603.7647935363498,-78.72242123873914,-103.50524758985767,1.1325408726845165
signal,150.60019107682083,12.748245408533338,750.3235859648034,95.23732982205976,-5.507374331453796,2.8570358263017335
field_control,349.93762731925716,-24.27218154679683,750.3235859648034,-9.275976154649193,-233.9404189483013,2.8599391162089187
projection_control,207.67723247203503,-61.00012404608291,787.7434847850071,-164.78542169154588,67.94312063360536,2.4874740163230085
signal,270.3383274107946,25.613698394096545,1138.2509461019013,161.06113217093466,-139.05626065949528,1.2811823824344746
field_control,130.1322002739392,-76.57637380570728,1138.250946101901,0.5605486061927167,265.4057223007516,1.9990921054846469
projection_control,338.5814230365849,21.05357001901705,564.3067033668615,18.779247307587205,-67.74213749786941,3.1205908465937484
signal,36.49424311913729,-27.048978514827485,94.33583046414317,-22.387216555184608,-4.354490114486166,7.197157204738435
field_control,141.88796741819223,-57.640253907558595,94.33583046414317,-7.397240812188349,-18.652155776965923,6.712027779432478
projection_control,280.08908753207515,4.845802135814886,534.3322278477348,44.613701707720494,39.97393589393808,3.0892039903938353
signal,100.02699939229642,-9.956578721166531,76.79335135788448,-7.5263396635827435,-5.923891030262781,6.977975511782069
field_control,72.64784928318848,-12.510025972284653,76.79335135788446,-6.26120963005709,1.423248529501381,8.098311845980092
projection_control,340.53287185155114,21.964900770750987,451.80548106987476,-17.2639783232499,-84.85776864009192,3.5878014267884173
signal,99.4748790477073,-49.13276934038121,195.15850311470209,-19.381147399233623,-40.11643157204709,5.467921362363688
field_control,25.392346285435888,-43.7927069999851,195.15850311470209,-2.006427505357861,9.153884088924196,5.080433932204771
projection_control,180.45923206526254,13.996175928079586,47.6762036591444,3.384281144201534,4.374899777951401,8.509979090729397
signal,155.52681393402216,-39.62062407996907,549.7394475701487,72.03908429290068,-101.80584431215047,3.431321689727652
field_control,278.20961743022656,-14.262266315830255,549.7394475701487,-47.713530280692986,60.00283737820877,2.9586206071926466
projection_control,300.111843771062,-45.7027088160283,1133.7082928072,156.66362894237201,-64.50084365465997,1.481394844613268
signal,352.9327467391866,21.23756213706726,963.7232097825463,-192.34508028912643,-98.5361871708285,1.9239478425279477
field_control,89.885183162157,14.854495262820446,963.7232097825461,-113.50193846704722,-176.54039139008998,2.001702105810048
projection_control,17.53014542397472,-10.438257599881707,848.4405405943206,-43.81739088564522,102.95957583130655,2.3256901716410328
signal,24.300916806175902,-39.577644498545794,268.2564689506567,-71.8582673369299,-2.6974762409254756,4.542117692932582
field_control,219.20574997081366,5.421095322556767,268.25646895065665,47.77353873137022,-38.163633544459586,5.43473113551549
projection_control,311.60245794199324,-11.201114635010251,441.3712988591892,2.68383498889775,-9.145017943292721,4.259873007234868
signal,186.73235797701417,2.8847299725442723,426.67770970358947,99.84674039039339,-21.194953726877053,4.10333576457038
field_control,247.59829279637336,-32.52368697744428,426.67770970358947,-37.81466362153153,115.12108744356122,3.7570232348555836
projection_control,287.92201120048196,35.1065075102553,507.26146367790295,-99.00263326018218,-13.403473981772498,3.313942531660092
signal,64.57128552439576,24.71421896995081,875.279778645164,-209.25968423001635,19.47018357799012,2.2582266870758048
field_control,169.64520742499315,-18.20121223584653,875.279778645164,-112.56930667996677,146.4776694107411,2.2796853570146385
projection_control,224.86105732123136,-2.180872790093842,143.74400643106216,8.749600379245846,5.6368619901895,5.807738504209546
signal,349.44355634750787,-51.83607958808092,386.55273180924263,-67.13318307691287,38.17113015355294,3.9170850717773167
field_control,315.486760689789,13.183023745145404,386.55273180924263,0.10098233777257545,-14.244757348929197,4.493579847057887
projection_control,81.63814511507245,-7.283076156356592,239.76342440340144,-38.29820953996022,-21.872621621961187,5.621297922523048
signal,40.789261701887106,7.73690359854169,1453.991689055942,-379.32289462373086,-82.17186173846247,1.1997591557238263
field_control,159.76614275270236,46.19584690569941,1453.991689055942,-273.1226269274137,231.71749292313888,1.0970949366079015
projection_control,36.92446653009233,67.85459932043076,144.18038208957802,14.801274224149878,-9.111508530145633,6.082666966912997
signal,145.29636085017285,-29.135353287872015,127.88954131182356,11.738593143894608,-19.587106030208307,7.256825593931
field_control,102.56710429503545,30.42611755621231,127.88954131182355,-9.667583258428206,8.904397208755212,6.11229383746812
projection_control,85.29263780282045,37.83481296760038,2892.9210696071696,274.0083631925195,415.6247158931411,-0.27049249437614603
signal,265.6385945404582,67.79744738068413,604.6732098509037,91.08955497520842,-121.44143791047499,3.4384472172268916
field_control,322.565588266184,6.130885285717132,604.6732098509037,-80.62729804881425,2.770099141367593,2.9672259117209343
projection_control,127.77287791572361,27.12148005608152,1308.8510991112,-18.467138657213614,38.42249039282459,1.515173228255734
signal,253.6395940898803,-1.885870493908259,280.9936227478473,57.789684150490466,-12.95258807887938,5.105289782725401
field_control,310.16314232998434,-15.986687572581337,280.99362274784727,-12.314612445026441,48.768395626317194,5.167755232410782
projection_control,348.95585242230436,15.777919773269957,308.34303855204047,-46.31452204745126,18.621021326398512,4.8088812445180125
signal,152.1823092818156,37.73317740551564,542.0324190410677,68.30197664177558,50.587598454478936,3.4605375830280063
field_control,59.0543809475087,-15.658164319586124,542.0324190410677,6.612824433918649,25.015183204419657,3.3511331864468388
projection_control,227.3108116386155,-46.53382238386343,167.1903827959494,-6.258506688424082,39.42956832953162,5.73995414653903
signal,124.74870046297856,5.765261674871112,369.5599205643138,2.139724697599991,-3.411407776404271,4.211521256337901
field_control,9.345966607411544,49.36156804368336,369.5599205643138,4.356265964643575,51.14749674450936,4.740773152281635
projection_control,334.49209819620745,47.937028707479804,336.1118039311044,77.47535603760225,-28.565868090804983,4.811017544070296
signal,143.1404562790334,-65.94785875940867,352.01027790501723,29.22866186272787,-82.90849930876725,3.5483985930950235
field_control,32.394800285863454,-67.14826172006066,352.01027790501723,31.161754800687124,62.508375665882845,4.488603757472795
projection_control,265.1526822005253,-32.4189356903507,160.5654981420132,-16.182948498989827,15.682315892893728,6.056096450357153
signal,95.13945473711014,15.444376861159054,721.3922068582036,-84.950962928634,9.819421528435605,2.5054486642638394
field_control,103.15706347937414,77.41275204115115,721.3922068582036,26.25291262180712,-89.8461667941941,2.515700087284734
projection_control,38.896041375506556,32.705181762953366,391.1209817682474,-45.95266101564046,-70.49753586993813,3.7876833513299824
signal,73.91985793444793,64.52948155312383,72.11995217301099,-15.091266043420127,9.138936412671784,7.565550525818239
field_control,350.01352862701583,19.192972988093658,72.119952173011,15.82789755393138,1.0324160040288575,7.725045741118504
projection_control,95.57870667446603,-13.839263748679453,396.42685212294145,10.310044780170415,62.345698000599576,4.171361542989894
signal,173.8942911212004,11.725532368578024,215.10713016146138,42.2538974277556,-2.18161806085063,4.774258349804823
field_control,201.065815137897,21.240001932677437,215.10713016146133,68.86151408068613,-42.796836003571116,5.0807605335765205
projection_control,66.03919070523644,53.4679480939373,515.0031819066362,19.694718969765344,102.21689838673845,3.654694967811321
signal,96.67215218433863,39.67095617540815,103.05747430517097,-12.60599581903955,11.088824345391533,6.587377789308356
field_control,134.37422353053677,-67.5186914864313,103.05747430517097,-14.149243046514965,3.8814584399783856,6.734072617178355
projection_control,240.91885077295197,-13.373026796463941,526.0022497009093,46.885270090317256,93.24433797214623,3.0383796564521686
signal,103.48619936301003,50.21158418851644,138.650795694662,-11.56478733779508,20.06615335923269,5.696137227386428
field_control,319.93779406058866,12.184393172083391,138.650795694662,-23.550960119285673,-17.566675100432768,7.6341134439709455
projection_control,121.48354042712242,10.222024046090771,621.3518806618158,-3.675451431914362,1.5956598713382275,3.098318643426857
signal,236.43218285084055,-32.94546002681017,319.7697431817415,75.42620805458726,4.564494703891417,4.464316008632221
field_control,163.1290793322599,-1.7445753838542633,319.7697431817415,12.87703054291462,-13.101446265552873,4.781400512351576
projection_control,187.06020328908266,-18.018020073847,287.65991881992744,-33.67006247503745,-7.05180119577597,4.630706570757782
signal,348.67343941196117,-35.163407428294725,118.03434418170214,-21.175736710225177,8.390028829407383,6.8855878344517505
field_control,113.48590622436761,-52.04016877161312,118.03434418170214,19.37208191361517,8.045746774469936,6.898287439899107
projection_control,320.3688154906305,-57.80889134925725,397.32754107016103,64.77914564928267,4.381374409557836,4.558689383424694
signal,217.309392201375,12.82429556607766,1004.456196098504,257.2659526146385,-58.25204362321739,2.322377345076408
field_control,338.83903034843667,-26.36935114990864,1004.456196098504,234.07963608988473,159.9315119572185,1.80339089489669
projection_control,233.36404877082458,3.4007504242527484,465.1417074966931,50.82148218487672,-88.55130215243261,3.5229172571472196
signal,27.712608143387857,-10.249971755791185,700.6851929573921,-177.34534129600104,-28.652245558740034,2.896820638731491
field_control,305.82635982936404,51.31819414967791,700.685192957392,24.225029127590236,190.39249200725524,3.243260519992043
projection_control,244.84027876091014,-46.64553503926255,527.895685350028,-69.46297811691731,-5.578366474214536,3.568491674650523
signal,27.21010098746411,42.821970278562084,1311.2688016274149,-338.1662047422372,-65.51801758727967,1.122522455752485
field_control,303.72061515099875,5.7378363474297815,1311.2688016274149,46.76661550362515,4.572918112485276,1.7413660386499368
projection_control,207.61286358879227,34.58189198364114,227.23691724612274,31.0116825269956,47.02377784490159,5.3537771243540755
signal,342.5123595044038,53.13451882482728,527.7448052936887,-75.60802717845863,-95.20606062782674,2.808260616713134
field_control,184.4225074980767,-9.97199770556422,527.7448052936887,140.51537174495002,54.55103363367495,3.952366551076453
projection_control,82.73762128714263,8.927626239714103,278.0307364626811,40.493846766405234,18.22040146559686,4.853607768602653
signal,107.02468451064011,-17.04707034416694,468.4063209254457,-33.830371595898676,-58.84623751187237,3.119825654969987
field_control,284.19782357356377,-58.71951047800635,468.4063209254457,106.32224343299723,-126.52450513654237,4.196820509309973
projection_control,275.1986621071816,-50.10911642743534,1363.926057199679,236.9524932232,99.37092205085254,0.8303730644754248
signal,33.14411498969115,-31.75302929608608,588.6161122431142,-156.7295515986252,-16.11323696332522,2.77014449727766
field_control,64.56720933523867,25.356111560224193,588.6161122431142,-100.31426071317127,185.70413970724576,2.7071124840247522
projection_control,253.8500924054028,10.110009898821849,480.4794479735368,-3.7268114582473055,77.54110021203401,3.97815600729609
signal,215.65605137413735,34.12851470780843,182.629579000103,47.46110093788343,-6.889524492805825,5.425486500715395
field_control,206.3602647202477,23.93510341240435,182.629579000103,33.429088462651244,-1.011618672469104,5.359192563345125
projection_control,358.98564740506214,28.360438600674577,362.05077681014774,-81.04635250196937,0.3604613354733897,4.437291660543025
signal,224.51356018449576,-26.76857578917785,496.99662413400574,125.66463127898328,-11.67724922417993,3.4703082566838743
field_control,354.18453222511647,13.184484148195306,496.99662413400574,52.64030536996012,32.615034094550346,3.2170964614422592
projection_control,16.41065686152077,18.017133081461424,369.7571221518429,60.63008287494941,-73.06500240122534,3.638589686726367
signal,233.46173524272768,40.18282005218035,576.908060115648,131.8522878492718,-47.75665524553173,2.890217701417095
field_control,104.74503498646621,1.1760952190785512,576.908060115648,42.30932656121449,72.49055755409613,2.9112847738554546
projection_control,24.204304832602013,-26.016729921948738,326.9743176667096,64.1676886628742,-44.8180429937359,4.341298937742233
signal,96.26473002871487,-8.773195085132354,354.6164024147529,-41.00105514481886,-23.240899564483435,4.352898670243694
field_control,285.96683852916306,-7.610104487897482,354.61640241475294,-37.35699127650176,-24.153404195294804,4.348241611421332
projection_control,237.11808777831607,64.29802932322627,201.87866032706054,25.642662143648305,-45.06952983637401,5.150123915379216
signal,5.439846317211013,19.578606757072468,820.4709613667766,-195.14843638492653,-79.94987206530296,2.360001874995477
field_control,176.5722265949042,10.751058494503043,820.4709613667766,220.17281543564465,14.631184746400063,2.2596428902065737
projection_control,301.8570601834889,-5.696451771519715,375.8503116686848,-2.2065552792589127,4.100958341124994,4.214073433567618
signal,347.4055330036099,-53.99145970676204,198.9205766091035,-33.8409404888505,24.88227453164,5.509765166286701
field_control,14.330045959951438,-32.22253808209946,198.9205766091035,9.557743497715409,27.46304735270593,6.128381014993148
projection_control,31.007570062924923,-8.198091121403317,283.24223870910197,-20.84934706641805,56.179850115486545,4.738538473386575
signal,90.32149644879689,14.342554571084241,1077.6660588866157,-141.38758445120968,-7.385966373648674,2.179654141004421
field_control,274.68698321364025,61.94763180986942,1077.6660588866157,87.79261386687526,2.8948509062906376,2.408982939827551
projection_control,322.44291994276034,5.504214927482607,965.7986233178973,87.90109196498675,-6.941114867454194,2.885065740747678
signal,243.36946369891706,-5.535624858871817,47.00717614991397,10.641004764297604,-1.5707441932397883,8.285109666188056
field_control,60.684891981160604,10.22936065602844,47.00717614991397,5.3701727841901175,2.9257754063908057,8.637240708224455
projection_control,177.31273705714412,1.292182330079226,493.07606308542324,-28.420262125287955,-61.67953283271351,3.9189146855169064
signal,254.38675315633543,9.974910913157,216.8162452211684,39.31436752410408,-16.054787965045282,5.445152277846138
field_control,227.33048416779005,-22.18603518400299,216.8162452211684,-18.902794483579733,41.96334632595461,5.906138769203365
projection_control,354.08419434491867,-24.394836268312005,314.3762278437659,-11.316507483635379,31.46261459641598,4.313802129932616
signal,219.60267014861483,-41.60347645444865,695.8094225684935,177.8561700954941,-12.580998985714366,2.7833565033789616
field_control,30.839109856910245,-5.776042877667873,695.8094225684935,-104.55298064742486,-49.70851517482496,3.2339888600938442
projection_control,171.86982821292733,-4.6270932840512256,1378.8248056668608,-134.44429605418227,247.93689684186825,1.4110288414410734
signal,112.64666191691336,28.277830506568627,2784.2558808377926,-176.66430668244894,205.15257174895737,-0.323591612491528
field_control,340.87226309854736,37.68859836856298,2784.2558808377926,-596.2898413694219,414.3919670860141,-0.35875769595379714
projection_control,274.4809051229526,18.27391681759504,854.3002888106823,-69.66089764530972,30.32991054420751,2.1571258694811415
signal,97.59465135506368,46.5182969935826,190.84206597920397,-20.124240619103606,24.287710839920784,5.86220634921396
field_control,105.02059938492992,-42.59158704963251,190.84206597920397,-7.316712658316836,8.165262349664083,4.993864849746504
projection_control,326.1913417732538,9.226906633171195,1190.3275703899108,-57.951857514377885,-55.67179417804802,1.6765714142358836
signal,215.16058177297307,-34.507937332288016,255.0575596298455,64.90463177725836,-7.591771721813957,5.230513245986714
field_control,81.52728900386217,-24.477052106132476,255.0575596298455,-41.21266137654385,34.208382216219086,4.901418484131392
projection_control,24.300916806175902,-39.577644498545794,268.2564689506567,22.777015435722443,-16.994477615543936,4.542117692932582
signal,311.7944281002089,-53.95653748782376,242.15687505243525,-7.7879713350531485,45.14204301354402,4.795568743352207
field_control,46.48910546388035,21.039780304148227,242.15687505243525,-32.18876540629327,-41.113235144145634,4.8861293428251935
projection_control,243.48998443418068,68.1492978838102,349.33111806390747,22.130269426050916,65.7229544736628,4.123777896889475
signal,340.82414241242236,-72.31156458514577,217.3922548688126,-34.21119892239972,36.705470501329756,5.259131488732805
field_control,340.5607896020572,-21.6552886755145,217.3922548688126,-48.82693753542379,-15.620254547641581,5.375731351433931
projection_control,152.94630343251131,39.18998804092796,164.92159065034542,12.77837850597989,7.492600822982053,5.862830094143439
signal,38.126089585352744,16.49567702984708,1080.6417710758765,-272.6318785112918,-38.83784597074322,1.915954751145314
field_control,256.28534727886984,35.80322764355564,1080.6417710758765,-41.22552556386707,-149.78313311485454,1.8583597324325192
projection_control,129.7708218509594,84.64877166482921,182.51850605638614,-36.69144369367362,24.68281203650946,6.1751688607032085
signal,55.73830053517914,12.367897653732433,495.4004178379101,-118.59408082130648,-18.648245058901015,3.443316132848149
field_control,266.9979199385119,-47.65421248088206,495.4004178379101,-57.06103832926637,-2.239929046461417,3.544123454924693
projection_control,77.29051948680795,12.800684185908628,789.0495915824143,3.6640360331000026,128.2844581004605,2.4934114169581503
signal,340.10505316190864,5.358939307453196,895.4714266076662,-132.60803289959046,-56.0949588209616,2.415247736670635
field_control,179.78564209688804,31.693312442595666,895.4714266076662,44.05036649770834,49.53546944743486,2.396846759398045
projection_control,243.877705642186,-7.986589816741705,181.70354419895486,-8.680704393667927,-4.494223476477516,5.406782162224132
signal,265.1526822005253,-32.4189356903507,160.5654981420132,25.340997735063414,10.230880498336008,6.056096450357153
field_control,170.90200269737403,-59.68876136409405,160.5654981420132,-23.46697193277598,-15.051412069429535,5.607982260858966
projection_control,45.65664811815077,-6.252873145629942,816.3169911385799,-64.25789187207224,-194.49536070177854,2.8639135152895276
signal,317.8777769387183,-12.602628258391888,304.3311290843513,-17.315572023756076,0.9324417651666176,5.133036485798732
field_control,39.6076474769316,-77.1137583141402,304.3311290843513,-12.33243908120405,-61.8994422340736,4.706676196962841
projection_control,191.70146390975341,4.049613834744237,561.1152619176032,-12.255807732155127,30.541263032340964,3.0382688685436987
signal,72.94774828872353,10.89166955410369,522.0816985697874,-106.8607494998146,-10.096098526709314,2.95222391220083
field_control,201.542794410237,52.79214642232733,522.0816985697872,-53.5655648192798,-55.83108739005341,3.2794228070746647
projection_control,30.620298776126795,49.49184102404821,854.3295226565544,-89.16377492967715,-207.65884791336248,2.5017404444236373
signal,211.53091359938463,-0.37049326580388,1148.7949781212585,295.1091869381103,-57.757540374089096,1.6620565610071536
field_control,88.88993823916456,9.362396435021754,1148.7949781212585,190.90117596658388,203.6848700014571,1.758782017890479
projection_control,128.37462335503403,-63.5456985154641,270.6504914137457,-25.95494525059502,39.164598101348574,4.326523176901112
signal,252.4102539902905,77.30951513023355,542.8152256886825,106.77246346023618,-88.91821069329487,3.054189142066214
field_control,351.7723198081461,-17.238279331399898,542.8152256886825,-72.38331067485129,61.91771453627518,3.6139628490895284
projection_control,223.66528165785962,-37.477080941148564,727.2830128722554,-45.70086291435977,-51.81653934372196,3.0408063027277135
signal,244.84027876091014,-46.64553503926255,527.895685350028,115.92157515998892,28.114478286065467,3.568491674650523
field_control,286.7691384054531,-32.33107623330221,527.895685350028,62.85370093767371,75.9916989487417,3.0199395060525007
