#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-07-09T06:10:50 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-09T06:10:50	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/633/A99/members&-out.max=unlimited&-c=56.75+24.11&-c.r=210&Proba=%3E%3D0.9	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	-c=056.750000+24.110000,rm=210.	
#Constraint Proba=>=0.9

#RESOURCE=yCat_36330099
#Name: J/A+A/633/A99
#Title: Gaia DR2 open clusters in the Milky Way. II (Cantat-Gaudin+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/a+a/633/a99	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/633/a99	    IVOID of underlying data collection
#INFO	creator=Cantat-Gaudin T.	    First author or institution
#INFO	cites=bibcode:2020A&A...633A..99C	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/633/A99	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36330099	    Dataset identifier that can be used for citation
#INFO	publication_date=2022-03-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_633_A99_members:
#Name: J/A+A/633/A99/members
#Title: *Members
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Source	(I19)	Gaia DR2 source ID (source_id)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	pmRA	(F9.3)	Proper motion in right ascension direction (pmRA*cosDE) (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Proper motion in declination direction (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	RV	(F24.19)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=phys.veloc;pos.heliocentric]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F7.4)	? BP-RP colour (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	Proba	(F4.2)	Membership probability (proba) (1)	[ucd=stat.probability]
#Column	Cluster	(a17)	Cluster name (cluster)	[ucd=meta.id.parent]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
RA_ICRS	DE_ICRS	Source	Plx	pmRA	pmDE	RV	Gmag	BP-RP	Proba	Cluster	_RA.icrs	_DE.icrs
 54.80623032269	 24.46633087327	  68254245878512384	    7.0286	   19.698	  -44.492	   5.4387255890836900818	10.2189	 0.8059	1.00	Melotte_22       	 54.80613714628	+24.46652243683
 57.07240084460	 23.80640339130	  65014985841292032	    7.0348	   19.973	  -43.734	                        	16.7641	 2.9624	1.00	Melotte_22       	 57.07230685363	+23.80659169027
 57.34071383749	 24.38075866094	  66745617143891968	    7.0403	   18.570	  -45.436	                        	 6.5890	-0.0248	1.00	Melotte_22       	 57.34062605637	+24.38095428978
 55.51650783428	 22.42671994885	  64450283540250240	    7.0420	   19.506	  -44.083	   7.2773450880324457302	11.3588	 1.2572	0.90	Melotte_22       	 55.51641697920	+22.42690975205
 54.12635585110	 24.01199076872	  68398732874994944	    7.0460	   19.730	  -43.083	   4.8559146108100499362	11.9884	 1.2143	0.90	Melotte_22       	 54.12626285601	+24.01217626659
 56.34038867323	 24.54351203407	  66798977817468288	    7.0507	   19.759	  -44.355	                        	16.2398	 2.7189	1.00	Melotte_22       	 56.34029514711	+24.54370300530
 55.29810418717	 26.27181025080	  70215705904150272	    7.0511	   19.771	  -44.740	                        	17.5686	 3.2653	1.00	Melotte_22       	 55.29800925579	+26.27200288107
 55.91274505595	 23.73465170070	  65232757863112192	    7.0549	   20.643	  -45.105	                        	16.4171	 3.1420	1.00	Melotte_22       	 55.91264796293	+23.73484590406
 56.71926583571	 23.64514510816	  65008388771477120	    7.0586	   19.252	  -45.127	                        	16.5210	 3.1492	1.00	Melotte_22       	 56.71917535051	+23.64533940390
 56.84367130710	 22.51956678067	  64032503481665280	    7.0652	   20.205	  -45.798	                        	17.6255	 3.2385	1.00	Melotte_22       	 56.84357713413	+22.51976396595
 57.49198519682	 23.84849360024	  66507469798631808	    7.0699	   18.666	  -46.290	                        	 6.7892	 0.0654	1.00	Melotte_22       	 57.49189732808	+23.84869290315
 55.91556972828	 23.69222615780	  65232066371441792	    7.0699	   19.493	  -45.619	                        	17.8959	 3.1575	1.00	Melotte_22       	 55.91547807684	+23.69242257093
 58.71910982976	 24.57606019390	  66612473157921024	    7.0720	   18.776	  -43.866	   7.3713412474159323295	12.6202	 1.6834	0.90	Melotte_22       	 58.71902093344	+24.57624906349
 55.10957629866	 23.35794224938	  65112739296356608	    7.0725	   21.907	  -44.801	                        	16.7248	 3.0972	0.90	Melotte_22       	 55.10947355735	+23.35813514459
 56.79950077770	 24.23144768814	  66728089380492160	    7.0728	   19.188	  -43.610	                        	17.5793	 3.1649	0.90	Melotte_22       	 56.79941018229	+24.23163545127
 57.97466032559	 24.04751833503	  66490977124308352	    7.0730	   19.601	  -44.821	                        	15.6744	 2.9743	1.00	Melotte_22       	 57.97456791086	+24.04771131617
 57.49021355898	 23.72432767025	  66453181412027392	    7.0745	   18.991	  -45.706	                        	17.7321	 3.2902	1.00	Melotte_22       	 57.49012424245	+23.72452445785
 57.33862366981	 24.69453420277	  66771764904729984	    7.0749	   19.180	  -44.778	                        	17.7185	 3.2002	1.00	Melotte_22       	 57.33853277875	+24.69472699789
 56.46920837602	 25.91649683051	  70037795475083008	    7.0751	   19.341	  -44.026	                        	16.0024	 3.0703	0.90	Melotte_22       	 56.46911579169	+25.91668638752
 55.90297984695	 24.23212144176	  65266494828710400	    7.0763	   21.127	  -45.697	                        	14.1857	 2.0973	1.00	Melotte_22       	 55.90288009405	+24.23231819242
 56.94523988369	 25.38549981488	  69948253997063424	    7.0783	   19.716	  -45.566	                        	 8.2577	 0.3537	1.00	Melotte_22       	 56.94514592229	+25.38569600052
 57.35653718904	 22.31221533347	  64057895330132224	    7.0817	   19.483	  -44.491	                        	17.5792	 3.1891	0.90	Melotte_22       	 57.35644651401	+22.31240689299
 56.61261036559	 24.45374845896	  66783584654831872	    7.0827	   20.272	  -44.923	                        	15.9248	 2.7506	1.00	Melotte_22       	 56.61251448083	+24.45394187788
 57.40940080479	 26.85144139171	  70493268167993984	    7.0831	   19.654	  -45.435	                        	16.1209	 2.8579	1.00	Melotte_22       	 57.40930595530	+26.85163701303
 57.38409460251	 23.27150507188	  64928674178659968	    7.0861	   20.318	  -45.196	                        	17.5501	 3.1221	1.00	Melotte_22       	 57.38399937497	+23.27169966360
 54.88472731395	 24.26687032355	  68236795427794816	    7.0901	   19.624	  -45.615	                        	16.1514	 2.8904	1.00	Melotte_22       	 54.88463463283	+24.26706672355
 54.44802955690	 24.89599103768	  68468203969427200	    7.0903	   20.233	  -44.118	                        	17.4389	 3.1469	0.90	Melotte_22       	 54.44793351762	+24.89618099068
 58.22291288527	 24.71553734957	  66655560269868544	    7.0915	   18.240	  -44.992	   7.1523395103753086843	 9.3353	 0.6476	1.00	Melotte_22       	 58.22282643091	+24.71573106565
 56.51799574723	 23.92784839945	  65216643145862144	    7.0919	   18.651	  -43.322	                        	15.7465	 2.5201	0.90	Melotte_22       	 56.51790789240	+23.92803492625
 56.35335693768	 24.34577563578	  65282098447322752	    7.0952	   19.910	  -43.342	                        	16.2358	 2.6450	0.90	Melotte_22       	 56.35326284689	+24.34596224682
 57.08581067609	 23.51688290611	  64988803720689408	    7.0956	   19.669	  -44.799	                        	17.7911	 3.3022	1.00	Melotte_22       	 57.08571831717	+23.51707579174
 57.07051867859	 23.63659067909	  64999588381514496	    7.0959	   18.395	  -44.798	   5.9356617817429899731	 9.9861	 0.7459	1.00	Melotte_22       	 57.07043222558	+23.63678355895
 57.56154377865	 25.42482952415	  66960743466922624	    7.0964	   18.240	  -45.613	                        	16.9650	 3.0995	0.90	Melotte_22       	 57.56145682492	+25.42502591404
 57.64417261571	 24.50757825325	  66566946505629440	    7.0967	   19.991	  -44.904	   7.3089867132355230694	12.2947	 1.2866	1.00	Melotte_22       	 57.64407802141	+24.50777158908
 56.84108913791	 25.89774553970	  70028170451469312	    7.0978	   20.241	  -45.121	                        	14.4017	 2.1691	1.00	Melotte_22       	 56.84099225789	+25.89793981222
 56.70335201541	 23.06855768071	  64905618794174720	    7.0987	   20.327	  -45.397	                        	15.0618	 2.4873	1.00	Melotte_22       	 56.70325688835	+23.06875314154
 57.16636069165	 24.21171902772	  66719228864863360	    7.0998	   18.093	  -46.717	                        	15.5252	 2.5934	0.90	Melotte_22       	 57.16627527890	+24.21192017041
 53.50763162422	 24.88071196299	  69250235911393408	    7.1053	   21.388	  -44.439	   3.2655007061852536765	10.7203	 0.9087	0.90	Melotte_22       	 53.50753011310	+24.88090329862
 56.15747103899	 24.42729269073	  65298208867376384	    7.1061	   20.076	  -43.943	                        	17.8079	 2.9615	0.90	Melotte_22       	 56.15737610077	+24.42748189168
 56.72520300135	 25.24565259880	  69854348831573504	    7.1062	   19.309	  -43.803	                        	15.0656	 2.4576	1.00	Melotte_22       	 56.72511108495	+25.24584119630
 56.81416491355	 23.43481858840	  64967569402404480	    7.1149	   20.203	  -46.769	                        	16.5776	 2.9823	0.90	Melotte_22       	 56.81407010807	+23.43501995282
 57.89280309676	 23.79703901681	  66468918172339328	    7.1163	   18.952	  -45.268	                        	17.0908	 3.0751	1.00	Melotte_22       	 57.89271391467	+23.79723392216
 56.86723042199	 23.44802868574	  64990349908937984	    7.1183	   20.036	  -44.634	                        	15.7507	 2.7328	1.00	Melotte_22       	 56.86713638854	+23.44822085822
 56.57505930427	 23.48646361761	  64981931772948480	    7.1185	   19.689	  -43.278	   5.1632384053517021982	10.3610	 1.1352	1.00	Melotte_22       	 56.57496687451	+23.48664995247
 57.25981599625	 23.25224525004	  64923279699744256	    7.1188	   19.824	  -44.360	   5.7994202536543184578	11.4698	 1.0635	1.00	Melotte_22       	 57.25972309553	+23.25243624356
 58.98515596909	 25.29983573668	  67074096242336384	    7.1206	   18.462	  -45.043	                        	15.5451	 2.7130	1.00	Melotte_22       	 58.98506804706	+25.30002967081
 55.49531536333	 26.20575987369	  70200935512668800	    7.1216	   19.750	  -44.200	                        	15.6992	 2.6906	1.00	Melotte_22       	 55.49522058562	+26.20595018008
 57.41426061224	 23.28991460635	  64928605459180416	    7.1221	   19.286	  -44.351	  18.1860066579497079431	10.9291	 0.9570	1.00	Melotte_22       	 57.41417020784	+23.29010556191
 57.29764280986	 24.24001242999	  66533170882790784	    7.1251	   18.794	  -45.898	                        	16.8858	 2.9350	1.00	Melotte_22       	 57.29755406545	+24.24021004659
 56.84689150274	 22.24436038183	  64006905476619776	    7.1256	   19.685	  -44.055	                        	13.9136	 1.8946	1.00	Melotte_22       	 56.84679993476	+22.24455006298
 57.04245150045	 23.98878742319	  66522137109124096	    7.1266	   20.513	  -46.242	                        	17.8005	 3.0548	1.00	Melotte_22       	 57.04235483295	+23.98898652021
 56.83746002589	 23.80314741068	  65017627244152064	    7.1271	   19.208	  -45.724	                        	 6.9818	 0.0444	1.00	Melotte_22       	 56.83736963651	+23.80334427913
 54.61606024831	 26.85693803804	  71056252479453056	    7.1317	   20.957	  -45.148	                        	16.9770	 3.1986	0.90	Melotte_22       	 54.61595910692	+26.85713242605
 57.38644990358	 23.38021037715	  64930495244783616	    7.1325	   20.512	  -44.302	                        	 9.0273	 0.5961	1.00	Melotte_22       	 57.38635368736	+23.38040112099
 56.40309430395	 24.65168277215	  66804406656115328	    7.1345	   21.823	  -45.863	                        	15.3300	 2.8958	0.90	Melotte_22       	 56.40299092374	+24.65188023935
 56.24421728503	 23.92788317835	  65196405259884544	    7.1360	   20.885	  -45.710	                        	16.1236	 2.7920	1.00	Melotte_22       	 56.24411890704	+23.92807998588
 58.08614636376	 24.56531035765	  66652467893487488	    7.1364	   18.474	  -44.533	                        	14.5239	 2.2092	1.00	Melotte_22       	 58.08605890826	+24.56550209571
 56.76582878896	 23.61612113702	  65005262035285888	    7.1364	   20.590	  -44.328	                        	14.2868	 2.4694	0.90	Melotte_22       	 56.76573203526	+23.61631199462
 56.88419246991	 23.30633821362	  64962174923490304	    7.1409	   20.318	  -45.617	                        	16.4418	 2.8943	1.00	Melotte_22       	 56.88409721550	+23.30653462159
 55.55626055868	 24.31367823720	  68284104491279872	    7.1419	   18.713	  -45.258	                        	17.8882	 3.2307	1.00	Melotte_22       	 55.55617214554	+24.31387309701
 56.52724045368	 23.83881582254	  65202830531043968	    7.1420	   19.701	  -46.016	                        	14.6311	 2.2570	1.00	Melotte_22       	 56.52714771694	+23.83901394491
 57.67018321447	 24.66725438925	  66850517426494208	    7.1428	   19.430	  -44.867	                        	17.4745	 3.0867	1.00	Melotte_22       	 57.67009115631	+24.66744756648
 57.61602860662	 23.06513095042	  64168705486089216	    7.1444	   18.139	  -44.368	                        	16.9966	 3.0252	1.00	Melotte_22       	 57.61594372260	+23.06532198038
 56.84946412963	 23.14901113463	  64912009705490304	    7.1444	   19.173	  -45.845	                        	15.9143	 2.8425	1.00	Melotte_22       	 56.84937434884	+23.14920852157
 56.66784064877	 25.73136230104	  70019378655328768	    7.1449	   19.871	  -44.452	                        	15.8484	 2.7274	1.00	Melotte_22       	 56.66774567456	+25.73155369241
 57.08459639097	 24.91519789022	  66828870787370624	    7.1454	   21.386	  -45.093	                        	16.4499	       	1.00	Melotte_22       	 57.08449486352	+24.91539204201
 56.64972306802	 23.96683123776	  65211145587780992	    7.1459	   19.432	  -44.094	                        	13.7429	 1.8468	1.00	Melotte_22       	 56.64963150704	+23.96702108711
 56.90877070814	 24.89166138079	  66823304512166528	    7.1462	   21.131	  -45.273	                        	13.6939	 1.8348	1.00	Melotte_22       	 56.90867040967	+24.89185630503
 55.79854816757	 24.11443835343	  65263097511969792	    7.1466	   19.786	  -46.079	                        	17.4809	 3.1884	1.00	Melotte_22       	 55.79845483346	+24.11463674777
 55.68530369177	 23.97077236622	  65254576296865152	    7.1488	   19.206	  -45.039	                        	17.4130	 3.0669	1.00	Melotte_22       	 55.68521319301	+23.97096628609
 57.92546642631	 21.66816744959	  63730309581781376	    7.1501	   19.021	  -43.661	   7.4557461670079803184	11.2558	 1.0661	1.00	Melotte_22       	 57.92537830250	+21.66835543518
 57.20099766543	 21.41109093529	  63705433133130368	    7.1507	   19.081	  -43.732	                        	16.6371	 2.9937	1.00	Melotte_22       	 57.20090942247	+21.41127922655
 55.55263467291	 26.82904059025	  71079441007018880	    7.1512	   19.376	  -43.519	                        	16.5690	 3.2702	1.00	Melotte_22       	 55.55254118665	+26.82922796193
 59.60482486413	 24.01613024608	  65775195052996608	    7.1515	   18.588	  -45.542	                        	16.4649	 2.9635	1.00	Melotte_22       	 59.60473724860	+24.01632633167
 56.90862923112	 24.81955674502	  66820590092840960	    7.1516	   18.645	  -44.293	                        	15.4222	 2.5828	1.00	Melotte_22       	 56.90854078590	+24.81974745052
 57.72960799280	 24.19725256808	  66537981246228096	    7.1516	   19.024	  -43.262	   5.6228012753165366178	11.4183	 1.0413	0.90	Melotte_22       	 57.72951819491	+24.19743883372
 56.32088155283	 25.26308922142	  69863454162150656	    7.1538	   20.148	  -43.916	                        	14.9477	 2.6866	1.00	Melotte_22       	 56.32078562907	+25.26327830470
 56.04489753888	 25.62715550003	  69934334006064768	    7.1569	   19.773	  -45.947	                        	16.4925	 3.0278	1.00	Melotte_22       	 56.04480311467	+25.62735332742
 56.90569368335	 25.33385435108	  69947635521777152	    7.1584	   18.740	  -45.641	                        	16.4919	 3.0203	1.00	Melotte_22       	 56.90560441418	+25.33405086075
 56.33701670783	 24.92188054151	  69819404977607168	    7.1596	   20.328	  -44.278	  39.2706341014937763134	 8.8932	 0.6287	1.00	Melotte_22       	 56.33692019559	+24.92207118164
 56.19942422752	 24.21445701444	  65275020341243520	    7.1598	   19.307	  -45.026	                        	16.4890	 2.7628	1.00	Melotte_22       	 56.19933308158	+24.21465087442
 57.66705528630	 23.93285092656	  66462939577861248	    7.1599	   18.658	  -44.217	   4.7617259679056420651	10.1567	 0.7856	1.00	Melotte_22       	 57.66696739762	+23.93304130458
 55.04462862030	 25.82483665027	  70175474946486784	    7.1600	   19.112	  -43.803	                        	17.2157	 3.0771	0.90	Melotte_22       	 55.04453720076	+25.82502524851
 54.73703244646	 24.56962236015	  68444878003584384	    7.1606	   20.455	  -43.394	   4.7600146076259512995	10.3877	 0.8372	1.00	Melotte_22       	 54.73693560738	+24.56980919402
 56.55284929199	 23.58701886551	  64984951133439232	    7.1607	   21.191	  -44.545	                        	17.1256	 3.0166	0.90	Melotte_22       	 56.55274973594	+23.58721065524
 57.29898577931	 24.63638761557	  66771146429454592	    7.1608	   20.635	  -44.795	  17.6613875499307262373	10.3029	 0.8136	1.00	Melotte_22       	 57.29888803466	+24.63658048171
 59.10810763025	 24.28080088631	  65844361206181376	    7.1616	   18.177	  -45.358	                        	14.1948	 2.0516	1.00	Melotte_22       	 59.10802177193	+24.28099617578
 57.02388308887	 22.63578435148	  64128294135554688	    7.1622	   19.403	  -45.803	                        	16.4116	 3.0389	1.00	Melotte_22       	 57.02379257569	+22.63598155939
 56.30188432240	 22.69731377462	  64798038452412928	    7.1632	   19.194	  -46.119	                        	16.1856	 2.8487	1.00	Melotte_22       	 56.30179474345	+22.69751234267
 57.17568367032	 25.00770275553	  66831069813319936	    7.1645	   19.872	  -46.225	                        	15.4977	 2.6660	1.00	Melotte_22       	 57.17558925902	+25.00790177795
 56.59257058569	 23.87793714720	  65203758244032512	    7.1652	   19.690	  -43.567	                        	16.3334	 2.7285	0.90	Melotte_22       	 56.59247787365	+23.87812472545
 57.12947017468	 24.28127955553	  66720534534913792	    7.1653	   20.407	  -46.631	                        	14.9654	 2.4309	1.00	Melotte_22       	 57.12937378413	+24.28148032899
 55.09941337531	 23.06904557616	  64720179284934016	    7.1659	   20.431	  -44.837	                        	16.6337	 2.9260	0.90	Melotte_22       	 55.09931776090	+23.06923862228
 56.87281120203	 24.28813675925	  66729880383767168	    7.1660	   18.602	  -46.752	                        	 6.7985	 0.1070	1.00	Melotte_22       	 56.87272333303	+24.28833805249
 56.93613476915	 23.70071080897	  65012408860856832	    7.1660	   20.427	  -45.244	                        	16.6822	 3.0626	1.00	Melotte_22       	 56.93603872036	+23.70090560931
 57.77649883573	 25.59449869532	  66969676998824576	    7.1663	   20.042	  -45.261	                        	 9.0057	 0.6240	1.00	Melotte_22       	 57.77640315266	+25.59469357000
 56.13787890242	 25.75252593676	  69942515919994368	    7.1689	   20.049	  -44.636	                        	16.4892	 3.0107	1.00	Melotte_22       	 56.13778306343	+25.75271811889
 56.18320808655	 25.49909647866	  69917635172718720	    7.1701	   20.336	  -43.680	   6.8407377423133537420	11.8580	 1.1920	1.00	Melotte_22       	 56.18311108100	+25.49928454424
 59.38888192718	 24.05299274303	  65787289680918528	    7.1702	   18.721	  -45.174	   6.6767249009129372439	11.8290	 1.1547	1.00	Melotte_22       	 59.38879365704	+24.05318724163
 54.92139246134	 23.47300769611	  68120418994061312	    7.1725	   20.822	  -44.672	                        	17.2135	 3.1554	1.00	Melotte_22       	 54.92129472152	+23.47320003560
 57.55194670906	 23.92648083132	  66509771901085696	    7.1733	   20.134	  -45.449	                        	16.2804	 3.1797	1.00	Melotte_22       	 57.55185186910	+23.92667651312
 55.04558743283	 26.11121635909	  70189837317110016	    7.1740	   20.135	  -44.059	                        	16.7771	 2.9980	1.00	Melotte_22       	 55.04549088698	+26.11140605740
 54.55441010707	 24.63786271896	  68448142178730752	    7.1741	   20.683	  -45.622	                        	16.8779	 3.0516	0.90	Melotte_22       	 54.55431213787	+24.63805914516
 55.16807621298	 25.84660061982	  70165476262750976	    7.1743	   20.927	  -45.666	                        	16.0424	 2.8325	1.00	Melotte_22       	 55.16797609430	+25.84679723813
 56.86842837904	 26.53477106968	  70274190474468864	    7.1757	   20.674	  -46.300	                        	16.3591	 2.9405	1.00	Melotte_22       	 56.86832888739	+26.53497041549
